motif_DB	motif_ID	seq_ID	FASTA_score	PWM_score	class
motifs.meme	10	WBGene00037266	73	66099	tp
motifs.meme	10	WBGene00024333	1851	66098.4	fp
motifs.meme	10	WBGene00038815	2111	66098.4	fp
motifs.meme	10	WBGene00041214	3946	1147.14	fp
motifs.meme	10	WBGene00037261	101	1146.87	tp
motifs.meme	10	WBGene00041252	379	1146.87	tp
motifs.meme	10	WBGene00035940	118	1146.58	tp
motifs.meme	10	WBGene00026694	1327	1146.54	fp
motifs.meme	10	WBGene00024969	419	1146.54	tp
motifs.meme	10	WBGene00030844	252	1146.53	tp
motifs.meme	10	WBGene00039365	4356	1146.52	fp
motifs.meme	10	WBGene00036548	4452	1146.51	fp
motifs.meme	10	WBGene00041810	1810	1146.51	fp
motifs.meme	10	WBGene00038804	2221	1146.51	fp
motifs.meme	10	WBGene00040838	129	1146.5	tp
motifs.meme	10	WBGene00037393	2100	1146.5	fp
motifs.meme	10	WBGene00030356	3020	1146.5	fp
motifs.meme	10	WBGene00037768	3658	39.7737	fp
motifs.meme	10	WBGene00028251	2664	37.235	fp
motifs.meme	10	WBGene00035893	607	36.6401	tp
motifs.meme	10	WBGene00027909	789	36.5672	fp
motifs.meme	10	WBGene00035174	3814	36.5493	fp
motifs.meme	10	WBGene00024371	1862	36.023	fp
motifs.meme	10	WBGene00023596	2572	35.9548	fp
motifs.meme	10	WBGene00035471	3822	35.9465	fp
motifs.meme	10	WBGene00035125	3545	35.9436	fp
motifs.meme	10	WBGene00037541	926	35.9427	fp
motifs.meme	10	WBGene00041027	633	35.938	tp
motifs.meme	10	WBGene00026293	2613	35.9376	fp
motifs.meme	10	WBGene00026605	1937	35.9374	fp
motifs.meme	10	WBGene00032929	490	35.937	tp
motifs.meme	10	WBGene00029115	824	35.9364	fp
motifs.meme	10	WBGene00025904	4175	35.9323	fp
motifs.meme	10	WBGene00040404	298	35.9323	tp
motifs.meme	10	WBGene00038442	1190	35.9268	fp
motifs.meme	10	WBGene00037824	697	21.0301	tp
motifs.meme	10	WBGene00034057	494	20.5942	tp
motifs.meme	10	WBGene00028454	263	20.5639	tp
motifs.meme	10	WBGene00033475	2289	20.5315	fp
motifs.meme	10	WBGene00024027	2574	20.5279	fp
motifs.meme	10	WBGene00030113	1984	20.3013	fp
motifs.meme	10	WBGene00027449	228	20.2877	tp
motifs.meme	10	WBGene00040866	3606	20.2789	fp
motifs.meme	10	WBGene00031150	2624	20.2758	fp
motifs.meme	10	WBGene00041002	2309	20.252	fp
motifs.meme	10	WBGene00034609	1837	20.2499	fp
motifs.meme	10	WBGene00030841	4251	20.239	fp
motifs.meme	10	WBGene00042418	124	20.238	tp
motifs.meme	10	WBGene00023562	2324	19.9577	fp
motifs.meme	10	WBGene00039965	295	19.94	tp
#
motifs.meme	16	WBGene00041082	2186	8872.98	fp
motifs.meme	16	WBGene00025516	1	4593.2	tp
motifs.meme	16	WBGene00029689	224	4590.44	tp
motifs.meme	16	WBGene00039188	646	4441.3	tp
motifs.meme	16	WBGene00039965	295	4441.19	tp
motifs.meme	16	WBGene00028251	2664	4441.17	fp
motifs.meme	16	WBGene00041027	633	4437.89	tp
motifs.meme	16	WBGene00030359	2639	4437.87	fp
motifs.meme	16	WBGene00033194	2044	4437.87	fp
motifs.meme	16	WBGene00029411	222	4437.85	tp
motifs.meme	16	WBGene00035604	1477	275.689	fp
motifs.meme	16	WBGene00026293	2613	270.923	fp
motifs.meme	16	WBGene00035893	607	269.845	tp
motifs.meme	16	WBGene00026945	2913	158.636	fp
motifs.meme	16	WBGene00036182	1529	155.317	fp
motifs.meme	16	WBGene00034065	2704	89.3564	fp
motifs.meme	16	WBGene00034693	3158	83.1423	fp
motifs.meme	16	WBGene00033831	1413	83.0766	fp
motifs.meme	16	WBGene00024281	179	82.4243	tp
motifs.meme	16	WBGene00029431	3731	80.9593	fp
motifs.meme	16	WBGene00030117	4271	79.838	fp
motifs.meme	16	WBGene00035025	2701	79.756	fp
motifs.meme	16	WBGene00030111	1977	78.5081	fp
motifs.meme	16	WBGene00029577	1402	78.4788	fp
motifs.meme	16	WBGene00033475	2289	78.456	fp
motifs.meme	16	WBGene00039469	1779	78.4442	fp
motifs.meme	16	WBGene00086897	2890	78.3989	fp
motifs.meme	16	WBGene00034236	3127	78.3928	fp
motifs.meme	16	WBGene00040588	3325	78.3623	fp
motifs.meme	16	WBGene00034405	540	78.3416	tp
motifs.meme	16	WBGene00042358	1745	78.3156	fp
motifs.meme	16	WBGene00025238	2958	77.1754	fp
motifs.meme	16	WBGene00034298	2070	77.1662	fp
motifs.meme	16	WBGene00031923	492	77.1442	tp
motifs.meme	16	WBGene00040270	628	77.1251	tp
motifs.meme	16	WBGene00024715	3369	77.1063	fp
motifs.meme	16	WBGene00088317	4729	77.0889	fp
motifs.meme	16	WBGene00033523	1699	77.0874	fp
motifs.meme	16	WBGene00026836	2612	77.0789	fp
motifs.meme	16	WBGene00031209	3231	77.0606	fp
motifs.meme	16	WBGene00035128	2166	77.0602	fp
motifs.meme	16	WBGene00025174	181	77.042	tp
motifs.meme	16	WBGene00031939	3172	77.0372	fp
motifs.meme	16	WBGene00041617	3310	77.0367	fp
motifs.meme	16	WBGene00024925	4133	77.0354	fp
motifs.meme	16	WBGene00037771	2210	77.0276	fp
motifs.meme	16	WBGene00025647	3883	77.0237	fp
motifs.meme	16	WBGene00039807	658	77.0059	tp
motifs.meme	16	WBGene00033616	608	76.983	tp
motifs.meme	16	WBGene00040134	2305	76.9827	fp
motifs.meme	16	WBGene00025930	1617	76.9824	fp
motifs.meme	16	WBGene00026097	4508	76.9812	fp
motifs.meme	16	WBGene00041782	2276	76.9796	fp
motifs.meme	16	WBGene00040404	298	76.9785	tp
motifs.meme	16	WBGene00038168	3150	76.9773	fp
motifs.meme	16	WBGene00024696	1072	76.9595	fp
motifs.meme	16	WBGene00029115	824	76.9564	fp
motifs.meme	16	WBGene00025359	4485	76.9546	fp
motifs.meme	16	WBGene00030551	116	76.9545	tp
motifs.meme	16	WBGene00040756	2208	9.61492	fp
motifs.meme	16	WBGene00025269	726	9.55765	fp
motifs.meme	16	WBGene00036638	3573	8.75641	fp
motifs.meme	16	WBGene00024371	1862	7.46402	fp
motifs.meme	16	WBGene00038815	2111	7.39772	fp
motifs.meme	16	WBGene00024333	1851	7.35197	fp
motifs.meme	16	WBGene00088028	2861	6.36334	fp
motifs.meme	16	WBGene00025175	2578	6.2227	fp
motifs.meme	16	WBGene00035940	118	6.2117	tp
motifs.meme	16	WBGene00031298	1376	6.14473	fp
motifs.meme	16	WBGene00030498	4557	6.1216	fp
motifs.meme	16	WBGene00089266	1472	6.10407	fp
motifs.meme	16	WBGene00024969	419	6.10104	tp
motifs.meme	16	WBGene00027159	2990	6.0962	fp
motifs.meme	16	WBGene00025628	2348	6.08367	fp
motifs.meme	16	WBGene00037266	73	6.0626	tp
motifs.meme	16	WBGene00030788	586	6.04155	tp
motifs.meme	16	WBGene00032175	2460	6.03872	fp
motifs.meme	16	WBGene00037670	4355	6.03862	fp
motifs.meme	16	WBGene00034057	494	4.94466	tp
motifs.meme	16	WBGene00035060	2175	4.92315	fp
motifs.meme	16	WBGene00032911	3445	4.9187	fp
motifs.meme	16	WBGene00027970	3069	4.91617	fp
motifs.meme	16	WBGene00024081	1565	4.9158	fp
motifs.meme	16	WBGene00037041	3212	4.89255	fp
motifs.meme	16	WBGene00035632	949	4.89249	fp
