motif_DB	motif_ID	seq_ID	FASTA_score	PWM_score	class
motifs.meme	15	WBGene00012475	4633	686.548	fp
motifs.meme	15	WBGene00044640	4374	355.604	fp
motifs.meme	15	WBGene00007202	701	355.513	fp
motifs.meme	15	WBGene00077548	115	355.164	tp
motifs.meme	15	WBGene00009483	849	354.812	fp
motifs.meme	15	WBGene00015009	975	344.079	fp
motifs.meme	15	WBGene00015868	2911	343.848	fp
motifs.meme	15	WBGene00008119	718	343.679	fp
motifs.meme	15	WBGene00010498	796	343.649	fp
motifs.meme	15	WBGene00017010	1492	343.558	fp
motifs.meme	15	WBGene00011642	1079	343.486	fp
motifs.meme	15	WBGene00008299	17	343.482	tp
motifs.meme	15	WBGene00020843	1229	343.48	fp
motifs.meme	15	WBGene00008666	2778	343.463	fp
motifs.meme	15	WBGene00020782	4043	343.437	fp
motifs.meme	15	WBGene00007104	475	343.306	fp
motifs.meme	15	WBGene00012243	3661	343.288	fp
motifs.meme	15	WBGene00020861	4379	343.287	fp
motifs.meme	15	WBGene00009973	3548	343.281	fp
motifs.meme	15	WBGene00011594	2405	343.275	fp
motifs.meme	15	WBGene00016106	2146	343.275	fp
motifs.meme	15	WBGene00077690	1610	343.274	fp
motifs.meme	15	WBGene00007411	4458	343.27	fp
motifs.meme	15	WBGene00014120	3818	343.269	fp
motifs.meme	15	WBGene00018270	3695	343.265	fp
motifs.meme	15	WBGene00022270	2994	343.264	fp
motifs.meme	15	WBGene00009237	2379	343.256	fp
motifs.meme	15	WBGene00010450	802	37.2093	fp
motifs.meme	15	WBGene00021968	3386	35.7099	fp
motifs.meme	15	WBGene00012468	3899	24.3849	fp
motifs.meme	15	WBGene00021702	2188	23.9804	fp
motifs.meme	15	WBGene00021818	1220	23.8174	fp
motifs.meme	15	WBGene00018178	95	23.7974	tp
motifs.meme	15	WBGene00013267	926	23.6111	fp
motifs.meme	15	WBGene00021131	4335	23.6082	fp
motifs.meme	15	WBGene00019219	1358	23.5066	fp
motifs.meme	15	WBGene00019778	1188	23.4555	fp
motifs.meme	15	WBGene00022380	4036	23.4397	fp
motifs.meme	15	WBGene00013429	3318	23.4277	fp
motifs.meme	15	WBGene00011441	3584	23.4234	fp
motifs.meme	15	WBGene00017724	1282	23.3833	fp
motifs.meme	15	WBGene00022629	4024	23.3827	fp
motifs.meme	15	WBGene00021758	3964	23.3823	fp
motifs.meme	15	WBGene00001739	19	23.1971	tp
motifs.meme	15	WBGene00015376	2484	23.1904	fp
motifs.meme	15	WBGene00008509	2396	23.1891	fp
motifs.meme	15	WBGene00010048	4167	23.0503	fp
motifs.meme	15	WBGene00014248	285	23.038	fp
motifs.meme	15	WBGene00014170	58	23.0374	tp
motifs.meme	15	WBGene00014169	4655	23.0365	fp
motifs.meme	15	WBGene00016799	1176	23.0314	fp
motifs.meme	15	WBGene00015207	3872	23.0248	fp
motifs.meme	15	WBGene00007530	4449	23.0229	fp
motifs.meme	15	WBGene00008883	3303	23.0141	fp
motifs.meme	15	WBGene00021776	384	17.6912	fp
motifs.meme	15	WBGene00019409	110	16.9278	tp
motifs.meme	15	WBGene00016700	2080	16.9106	fp
motifs.meme	15	WBGene00021796	392	16.7473	fp
motifs.meme	15	WBGene00018638	1403	16.7312	fp
motifs.meme	15	WBGene00010992	62	16.7301	tp
motifs.meme	15	WBGene00013017	1067	13.3652	fp
motifs.meme	15	WBGene00012688	56	13.1238	tp
motifs.meme	15	WBGene00010060	2437	13.086	fp
motifs.meme	15	WBGene00010719	4207	13.0404	fp
motifs.meme	15	WBGene00022588	4676	13.0227	fp
motifs.meme	15	WBGene00013587	4205	12.943	fp
motifs.meme	15	WBGene00013761	1045	12.8796	fp
motifs.meme	15	WBGene00044203	4709	12.8554	fp
motifs.meme	15	WBGene00086559	635	12.7453	fp
motifs.meme	15	WBGene00019461	4409	12.7205	fp
motifs.meme	15	WBGene00007603	697	12.7137	fp
motifs.meme	15	WBGene00012858	1077	12.6877	fp
motifs.meme	15	WBGene00011200	4504	12.6812	fp
motifs.meme	15	WBGene00009565	3607	12.5952	fp
motifs.meme	15	WBGene00012660	2947	12.5784	fp
motifs.meme	15	WBGene00021367	1480	12.5149	fp
motifs.meme	15	WBGene00022490	3270	12.5018	fp
motifs.meme	15	WBGene00009189	3557	12.4822	fp
motifs.meme	15	WBGene00012459	1032	12.4702	fp
motifs.meme	15	WBGene00044530	4320	12.4692	fp
motifs.meme	15	WBGene00012131	2498	12.4583	fp
motifs.meme	15	WBGene00013040	1080	12.4148	fp
motifs.meme	15	WBGene00019973	390	12.3354	fp
motifs.meme	15	WBGene00008579	4141	12.3213	fp
motifs.meme	15	WBGene00013434	996	12.3198	fp
motifs.meme	15	WBGene00008222	2787	12.3177	fp
motifs.meme	15	WBGene00019315	4653	12.3106	fp
motifs.meme	15	WBGene00010724	1898	12.3104	fp
motifs.meme	15	WBGene00010972	1919	12.3093	fp
motifs.meme	15	WBGene00021321	2680	12.309	fp
motifs.meme	15	WBGene00018840	631	12.3079	fp
motifs.meme	15	WBGene00013633	3315	12.3077	fp
motifs.meme	15	WBGene00010503	1846	12.3075	fp
motifs.meme	15	WBGene00015032	55	12.3075	tp
motifs.meme	15	WBGene00010500	3500	12.2971	fp
motifs.meme	15	WBGene00015197	2081	12.2918	fp
motifs.meme	15	WBGene00011761	3642	12.2898	fp
motifs.meme	15	WBGene00011431	1717	12.2837	fp
motifs.meme	15	WBGene00009986	3137	12.2836	fp
motifs.meme	15	WBGene00018980	3376	12.2782	fp
motifs.meme	15	WBGene00018336	76	12.2216	tp
motifs.meme	15	WBGene00008134	2780	12.1542	fp
motifs.meme	15	WBGene00013161	980	12.1428	fp
motifs.meme	15	WBGene00022067	1413	12.1417	fp
motifs.meme	15	WBGene00014000	954	12.1284	fp
motifs.meme	15	WBGene00013279	3337	12.1264	fp
motifs.meme	15	WBGene00009702	4533	12.1199	fp
motifs.meme	15	WBGene00021693	331	12.1171	fp
motifs.meme	15	WBGene00008754	4	12.1169	tp
motifs.meme	15	WBGene00013225	3821	12.1169	fp
motifs.meme	15	WBGene00008745	3474	12.1162	fp
