motif_DB	motif_ID	seq_ID	FASTA_score	PWM_score	class
motifs.meme	12	WBGene00034183	788	1835.24	fp
motifs.meme	12	WBGene00036348	1503	1834.8	fp
motifs.meme	12	WBGene00038473	2551	1834.29	fp
motifs.meme	12	WBGene00041055	48	1834.25	tp
motifs.meme	12	WBGene00028478	2523	1834.22	fp
motifs.meme	12	WBGene00025172	2787	1834.22	fp
motifs.meme	12	WBGene00041086	2712	116.783	fp
motifs.meme	12	WBGene00041903	645	74.6372	fp
motifs.meme	12	WBGene00034382	1481	65.3603	fp
motifs.meme	12	WBGene00032292	240	62.7681	fp
motifs.meme	12	WBGene00024210	2353	61.844	fp
motifs.meme	12	WBGene00037117	629	61.8399	fp
motifs.meme	12	WBGene00025335	2788	61.7687	fp
motifs.meme	12	WBGene00031486	2130	60.7711	fp
motifs.meme	12	WBGene00032415	111	60.5504	tp
motifs.meme	12	WBGene00027670	1340	60.4239	fp
motifs.meme	12	WBGene00024079	1971	59.9122	fp
motifs.meme	12	WBGene00030956	103	59.4991	tp
motifs.meme	12	WBGene00039962	2725	59.4815	fp
motifs.meme	12	WBGene00041051	1611	59.473	fp
motifs.meme	12	WBGene00035920	59	59.4584	tp
motifs.meme	12	WBGene00030797	4338	59.4385	fp
motifs.meme	12	WBGene00038909	3711	59.4215	fp
motifs.meme	12	WBGene00037489	4650	59.4111	fp
motifs.meme	12	WBGene00035857	3940	59.4108	fp
motifs.meme	12	WBGene00034029	3028	59.3789	fp
motifs.meme	12	WBGene00032445	2673	59.3774	fp
motifs.meme	12	WBGene00039380	4026	58.9232	fp
motifs.meme	12	WBGene00035458	117	58.5031	tp
motifs.meme	12	WBGene00038218	3286	58.5013	fp
motifs.meme	12	WBGene00027721	1000	58.487	fp
motifs.meme	12	WBGene00033086	73	58.4833	tp
#
motifs.meme	13	WBGene00041051	1611	1835.24	fp
motifs.meme	13	WBGene00023769	1260	60.3613	fp
motifs.meme	13	WBGene00031486	2130	60.2666	fp
motifs.meme	13	WBGene00036348	1503	59.4862	fp
motifs.meme	13	WBGene00032825	3920	58.9541	fp
motifs.meme	13	WBGene00037796	4094	58.4852	fp
motifs.meme	13	WBGene00039904	1461	58.4814	fp
