motif_DB	motif_ID	seq_ID	FASTA_score	PWM_score	class
motifs.meme	11	WBGene00012828	1150	53565.9	fp
motifs.meme	11	WBGene00021295	1661	52716.1	fp
motifs.meme	11	WBGene00022310	4297	52702.2	fp
motifs.meme	11	WBGene00013373	4100	52702	fp
motifs.meme	11	WBGene00013193	109	52702	tp
motifs.meme	11	WBGene00017372	1804	52702	fp
motifs.meme	11	WBGene00010248	49	52702	tp
motifs.meme	11	WBGene00008007	24	52702	tp
motifs.meme	11	WBGene00022452	1863	52702	fp
motifs.meme	11	WBGene00019821	1813	52702	fp
motifs.meme	11	WBGene00021247	3304	52702	fp
motifs.meme	11	WBGene00011662	1334	52702	fp
motifs.meme	11	WBGene00007226	905	52702	fp
motifs.meme	11	WBGene00013529	1347	52702	fp
motifs.meme	11	WBGene00019157	4285	52702	fp
motifs.meme	11	WBGene00012353	1307	52702	fp
motifs.meme	11	WBGene00021764	4402	52702	fp
motifs.meme	11	WBGene00009554	1137	1728	fp
motifs.meme	11	WBGene00021249	4706	1728	fp
motifs.meme	11	WBGene00007912	955	1727.81	fp
motifs.meme	11	WBGene00022035	208	1727.81	tp
motifs.meme	11	WBGene00044746	4369	1700.15	fp
motifs.meme	11	WBGene00017328	4221	1700.15	fp
motifs.meme	11	WBGene00007580	13	1700.14	tp
motifs.meme	11	WBGene00015011	4189	1700.13	fp
motifs.meme	11	WBGene00009054	50	1700.13	tp
motifs.meme	11	WBGene00022314	252	1700.13	tp
motifs.meme	11	WBGene00008425	2612	1700.13	fp
motifs.meme	11	WBGene00015818	276	1700.13	tp
motifs.meme	11	WBGene00007202	918	1700.13	fp
motifs.meme	11	WBGene00012766	1330	1700.13	fp
motifs.meme	11	WBGene00019196	1816	864.136	fp
motifs.meme	11	WBGene00006472	3750	863.939	fp
motifs.meme	11	WBGene00007640	3799	863.93	fp
motifs.meme	11	WBGene00008174	929	863.927	fp
motifs.meme	11	WBGene00009182	48	863.926	tp
motifs.meme	11	WBGene00043666	3580	863.926	fp
motifs.meme	11	WBGene00015807	1634	863.92	fp
motifs.meme	11	WBGene00010048	61	863.919	tp
motifs.meme	11	WBGene00010678	1106	863.913	fp
motifs.meme	11	WBGene00011145	1094	863.911	fp
motifs.meme	11	WBGene00013376	1269	863.909	fp
motifs.meme	11	WBGene00011807	3958	863.908	fp
motifs.meme	11	WBGene00013164	4083	863.908	fp
motifs.meme	11	WBGene00012806	1151	863.908	fp
motifs.meme	11	WBGene00016790	4167	863.908	fp
motifs.meme	11	WBGene00018370	1479	863.908	fp
motifs.meme	11	WBGene00016501	1493	863.908	fp
motifs.meme	11	WBGene00015051	3671	863.908	fp
motifs.meme	11	WBGene00013094	4200	863.908	fp
motifs.meme	11	WBGene00019963	1573	863.905	fp
motifs.meme	11	WBGene00010061	1037	863.905	fp
motifs.meme	11	WBGene00022153	4331	863.904	fp
motifs.meme	11	WBGene00020978	258	863.904	tp
motifs.meme	11	WBGene00012859	74	863.904	tp
motifs.meme	11	WBGene00020004	257	863.904	tp
motifs.meme	11	WBGene00012699	122	55.7454	tp
#
motifs.meme	58	WBGene00012828	1150	27644	fp
motifs.meme	58	WBGene00022035	208	26794.5	tp
motifs.meme	58	WBGene00013094	4200	26780.1	fp
motifs.meme	58	WBGene00022153	4331	26780.1	fp
motifs.meme	58	WBGene00012859	74	26780.1	tp
motifs.meme	58	WBGene00020004	257	26780.1	tp
motifs.meme	58	WBGene00012699	122	1727.82	tp
motifs.meme	58	WBGene00011813	1217	878.068	fp
motifs.meme	58	WBGene00017372	1804	864.165	fp
motifs.meme	58	WBGene00021295	1661	863.92	fp
motifs.meme	58	WBGene00013193	109	863.913	tp
motifs.meme	58	WBGene00013373	4100	863.91	fp
motifs.meme	58	WBGene00008007	24	863.909	tp
motifs.meme	58	WBGene00022310	4297	863.909	fp
motifs.meme	58	WBGene00008385	928	863.906	fp
motifs.meme	58	WBGene00010248	49	863.906	tp
motifs.meme	58	WBGene00007226	905	863.906	fp
motifs.meme	58	WBGene00019821	1813	863.905	fp
motifs.meme	58	WBGene00012353	1307	863.905	fp
motifs.meme	58	WBGene00019157	4285	863.905	fp
motifs.meme	58	WBGene00021247	3304	863.905	fp
motifs.meme	58	WBGene00011662	1334	863.905	fp
motifs.meme	58	WBGene00022452	1863	863.905	fp
motifs.meme	58	WBGene00013529	1347	863.905	fp
motifs.meme	58	WBGene00021764	4402	863.905	fp
motifs.meme	58	WBGene00013379	4142	439.236	fp
motifs.meme	58	WBGene00016099	3422	439.222	fp
motifs.meme	58	WBGene00020461	200	438.994	tp
motifs.meme	58	WBGene00017041	2310	438.986	fp
motifs.meme	58	WBGene00007273	908	438.986	fp
motifs.meme	58	WBGene00003515	2972	438.986	fp
motifs.meme	58	WBGene00044705	4740	438.986	fp
motifs.meme	58	WBGene00015011	4189	42.0329	fp
motifs.meme	58	WBGene00007912	955	28.3308	fp
motifs.meme	58	WBGene00044746	4369	28.3293	fp
motifs.meme	58	WBGene00021249	4706	28.3262	fp
motifs.meme	58	WBGene00009434	4526	27.9989	fp
motifs.meme	58	WBGene00022314	252	27.9928	tp
motifs.meme	58	WBGene00021051	1491	27.8919	fp
motifs.meme	58	WBGene00007420	1970	27.8849	fp
motifs.meme	58	WBGene00008425	2612	27.8792	fp
motifs.meme	58	WBGene00015861	3116	27.8789	fp
motifs.meme	58	WBGene00008255	1979	27.8774	fp
motifs.meme	58	WBGene00044005	209	27.8752	tp
motifs.meme	58	WBGene00012942	2219	27.8742	fp
motifs.meme	58	WBGene00017328	4221	27.8734	fp
motifs.meme	58	WBGene00009054	50	27.8706	tp
motifs.meme	58	WBGene00015818	276	27.8701	tp
motifs.meme	58	WBGene00014848	2263	27.87	fp
motifs.meme	58	WBGene00007580	13	27.8697	tp
motifs.meme	58	WBGene00012766	1330	27.8696	fp
motifs.meme	58	WBGene00009220	1058	27.8694	fp
motifs.meme	58	WBGene00007202	918	27.8693	fp
motifs.meme	58	WBGene00008610	404	21.3659	fp
motifs.meme	58	WBGene00008079	25	15.0758	tp
motifs.meme	58	WBGene00007640	3799	14.6194	fp
motifs.meme	58	WBGene00014074	2250	14.4071	fp
motifs.meme	58	WBGene00044144	2488	14.2962	fp
motifs.meme	58	WBGene00043666	3580	14.2804	fp
motifs.meme	58	WBGene00006472	3750	14.1907	fp
motifs.meme	58	WBGene00194747	654	14.1798	fp
motifs.meme	58	WBGene00021657	289	14.1788	tp
motifs.meme	58	WBGene00019663	3298	14.1769	fp
motifs.meme	58	WBGene00020978	258	14.1768	tp
motifs.meme	58	WBGene00013424	147	14.1768	tp
motifs.meme	58	WBGene00015921	2725	14.1767	fp
motifs.meme	58	WBGene00016800	313	14.1753	tp
motifs.meme	58	WBGene00017087	4071	14.1751	fp
motifs.meme	58	WBGene00012202	78	14.1732	tp
motifs.meme	58	WBGene00010678	1106	14.1714	fp
motifs.meme	58	WBGene00011145	1094	14.1713	fp
motifs.meme	58	WBGene00013030	1905	14.171	fp
motifs.meme	58	WBGene00009182	48	14.1702	tp
motifs.meme	58	WBGene00011733	151	14.1702	tp
#
motifs.meme	59	WBGene00012828	1150	53565.9	fp
motifs.meme	59	WBGene00013373	4100	52702.3	fp
motifs.meme	59	WBGene00017372	1804	52702.2	fp
motifs.meme	59	WBGene00021295	1661	52702.2	fp
motifs.meme	59	WBGene00010248	49	52702	tp
motifs.meme	59	WBGene00011662	1334	52702	fp
motifs.meme	59	WBGene00022452	1863	52702	fp
motifs.meme	59	WBGene00022310	4297	52702	fp
motifs.meme	59	WBGene00007226	905	52702	fp
motifs.meme	59	WBGene00008007	24	52702	tp
motifs.meme	59	WBGene00019157	4285	52702	fp
motifs.meme	59	WBGene00019821	1813	52702	fp
motifs.meme	59	WBGene00013193	109	52702	tp
motifs.meme	59	WBGene00012353	1307	52702	fp
motifs.meme	59	WBGene00013529	1347	52702	fp
motifs.meme	59	WBGene00021764	4402	52702	fp
motifs.meme	59	WBGene00021247	3304	52702	fp
motifs.meme	59	WBGene00021249	4706	1728	fp
motifs.meme	59	WBGene00007912	955	1727.83	fp
motifs.meme	59	WBGene00022035	208	1727.82	tp
motifs.meme	59	WBGene00044746	4369	1700.61	fp
motifs.meme	59	WBGene00015011	4189	1700.58	fp
motifs.meme	59	WBGene00021051	1491	1700.14	fp
motifs.meme	59	WBGene00007580	13	1700.14	tp
motifs.meme	59	WBGene00008425	2612	1700.13	fp
motifs.meme	59	WBGene00015818	276	1700.13	tp
motifs.meme	59	WBGene00012766	1330	1700.13	fp
motifs.meme	59	WBGene00009054	50	1700.13	tp
motifs.meme	59	WBGene00017328	4221	1700.13	fp
motifs.meme	59	WBGene00022314	252	1700.13	tp
motifs.meme	59	WBGene00007202	918	1700.13	fp
motifs.meme	59	WBGene00009220	1058	1700.12	fp
motifs.meme	59	WBGene00008079	25	919.657	tp
motifs.meme	59	WBGene00044144	2488	864.426	fp
motifs.meme	59	WBGene00008174	929	864.377	fp
motifs.meme	59	WBGene00019196	1816	864.144	fp
motifs.meme	59	WBGene00006472	3750	863.947	fp
motifs.meme	59	WBGene00007640	3799	863.938	fp
motifs.meme	59	WBGene00043666	3580	863.934	fp
motifs.meme	59	WBGene00012806	1151	863.931	fp
motifs.meme	59	WBGene00011807	3958	863.923	fp
motifs.meme	59	WBGene00015051	3671	863.923	fp
motifs.meme	59	WBGene00010061	1037	863.919	fp
motifs.meme	59	WBGene00010048	61	863.919	tp
motifs.meme	59	WBGene00020978	258	863.919	tp
motifs.meme	59	WBGene00013094	4200	863.918	fp
motifs.meme	59	WBGene00010678	1106	863.917	fp
motifs.meme	59	WBGene00015807	1634	863.917	fp
motifs.meme	59	WBGene00011274	1374	863.913	fp
motifs.meme	59	WBGene00011145	1094	863.912	fp
motifs.meme	59	WBGene00009182	48	863.912	tp
motifs.meme	59	WBGene00013376	1269	863.909	fp
motifs.meme	59	WBGene00016790	4167	863.909	fp
motifs.meme	59	WBGene00013164	4083	863.909	fp
motifs.meme	59	WBGene00016501	1493	863.909	fp
