motif_DB	motif_ID	seq_ID	FASTA_score	PWM_score	class
motifs.meme	64	WBGene00033396	3226	517.493	fp
motifs.meme	64	WBGene00040572	3285	512.112	fp
motifs.meme	64	WBGene00040951	4089	511.823	fp
motifs.meme	64	WBGene00030527	1005	511.535	fp
motifs.meme	64	WBGene00024085	4479	511.533	fp
motifs.meme	64	WBGene00042863	853	511.523	fp
motifs.meme	64	WBGene00035217	3404	322.849	fp
motifs.meme	64	WBGene00041930	9	322.838	tp
motifs.meme	64	WBGene00027617	400	313.557	fp
motifs.meme	64	WBGene00034570	139	313.38	fp
motifs.meme	64	WBGene00034075	2938	313.378	fp
motifs.meme	64	WBGene00033276	1041	313.373	fp
motifs.meme	64	WBGene00038808	1762	313.373	fp
motifs.meme	64	WBGene00032842	1	313.372	tp
motifs.meme	64	WBGene00041903	558	152.871	fp
motifs.meme	64	WBGene00034221	4299	105.064	fp
motifs.meme	64	WBGene00041004	832	48.399	fp
motifs.meme	64	WBGene00037369	4370	28.6121	fp
motifs.meme	64	WBGene00035590	2954	24.9288	fp
motifs.meme	64	WBGene00028569	653	18.9437	fp
motifs.meme	64	WBGene00031344	1948	15.7805	fp
motifs.meme	64	WBGene00034365	3939	15.7429	fp
motifs.meme	64	WBGene00088548	2608	15.7426	fp
motifs.meme	64	WBGene00040569	293	15.6502	fp
motifs.meme	64	WBGene00040134	24	15.6298	tp
