motif_DB	motif_ID	seq_ID	FASTA_score	PWM_score	class
motifs.meme	60	WBGene00034837	185	465.121	tp
motifs.meme	60	WBGene00027241	75	282.325	tp
motifs.meme	60	WBGene00036905	2905	282.17	fp
motifs.meme	60	WBGene00024325	8	282.167	tp
motifs.meme	60	WBGene00024198	430	14.2041	fp
motifs.meme	60	WBGene00029230	3446	14.117	fp
motifs.meme	60	WBGene00029438	4562	14.1138	fp
motifs.meme	60	WBGene00033943	2151	14.1091	fp
motifs.meme	60	WBGene00039406	418	14.1012	tp
motifs.meme	60	WBGene00034905	873	8.97659	fp
motifs.meme	60	WBGene00038467	292	8.81387	tp
motifs.meme	60	WBGene00032421	3781	8.66275	fp
motifs.meme	60	WBGene00035813	4581	8.5698	fp
motifs.meme	60	WBGene00040292	3283	8.56395	fp
motifs.meme	60	WBGene00026181	1294	8.56298	fp
motifs.meme	60	WBGene00035522	357	8.56237	tp
motifs.meme	60	WBGene00037019	1165	8.56193	fp
motifs.meme	60	WBGene00026097	4508	8.56098	fp
motifs.meme	60	WBGene00023818	439	8.56031	fp
motifs.meme	60	WBGene00025864	50	8.55927	tp
