motif_DB	motif_ID	seq_ID	FASTA_score	PWM_score	class
motifs.meme	64	WBGene00033396	57	557.914	tp
motifs.meme	64	WBGene00040572	116	552.853	tp
#
motifs.meme	78	WBGene00039351	97	584.582	tp
motifs.meme	78	WBGene00032256	39	331.718	tp
#
motifs.meme	79	WBGene00027291	4523	584.265	fp
motifs.meme	79	WBGene00027946	32	584.261	tp
motifs.meme	79	WBGene00041381	4364	331.537	fp
motifs.meme	79	WBGene00088317	4729	331.396	fp
motifs.meme	79	WBGene00032256	39	331.395	tp
motifs.meme	79	WBGene00035903	3010	331.226	fp
motifs.meme	79	WBGene00027352	3171	331.217	fp
motifs.meme	79	WBGene00039094	2999	331.212	fp
motifs.meme	79	WBGene00034802	538	18.1942	fp
motifs.meme	79	WBGene00035068	3770	18.1705	fp
motifs.meme	79	WBGene00041219	4768	18.1589	fp
motifs.meme	79	WBGene00025821	148	18.1574	fp
motifs.meme	79	WBGene00039351	97	10.6151	tp
motifs.meme	79	WBGene00033157	3217	10.605	fp
motifs.meme	79	WBGene00033584	2167	10.4797	fp
motifs.meme	79	WBGene00032907	244	10.4793	fp
motifs.meme	79	WBGene00040768	4376	10.4767	fp
motifs.meme	79	WBGene00035191	3906	10.4011	fp
motifs.meme	79	WBGene00037172	4634	10.3248	fp
motifs.meme	79	WBGene00087242	339	10.3049	fp
motifs.meme	79	WBGene00030325	3323	10.3039	fp
motifs.meme	79	WBGene00039253	839	10.2997	fp
motifs.meme	79	WBGene00028879	505	10.2995	fp
motifs.meme	79	WBGene00026656	3860	10.2994	fp
motifs.meme	79	WBGene00040446	73	10.2987	tp
motifs.meme	79	WBGene00029360	2845	10.2977	fp
motifs.meme	79	WBGene00041226	1250	10.2968	fp
motifs.meme	79	WBGene00041589	3349	10.2957	fp
motifs.meme	79	WBGene00031765	2581	10.2955	fp
motifs.meme	79	WBGene00025893	3424	10.2954	fp
motifs.meme	79	WBGene00040270	4036	10.2952	fp
motifs.meme	79	WBGene00026068	3298	10.2951	fp
motifs.meme	79	WBGene00031145	801	10.2946	fp
motifs.meme	79	WBGene00034158	3391	10.2939	fp
motifs.meme	79	WBGene00034159	4689	10.2938	fp
motifs.meme	79	WBGene00024169	469	10.292	fp
motifs.meme	79	WBGene00031487	1057	10.292	fp
motifs.meme	79	WBGene00040830	77	10.2918	tp
motifs.meme	79	WBGene00034483	4337	6.39888	fp
motifs.meme	79	WBGene00036689	1912	6.2688	fp
motifs.meme	79	WBGene00033994	212	6.01991	fp
motifs.meme	79	WBGene00034314	2522	6.01923	fp
motifs.meme	79	WBGene00024959	1964	6.01908	fp
motifs.meme	79	WBGene00037832	448	6.01628	fp
motifs.meme	79	WBGene00039060	1593	6.01577	fp
motifs.meme	79	WBGene00030488	1363	5.93746	fp
motifs.meme	79	WBGene00024167	647	5.85591	fp
motifs.meme	79	WBGene00036219	398	5.85135	fp
motifs.meme	79	WBGene00024247	1963	5.85114	fp
motifs.meme	79	WBGene00038225	78	5.84826	tp
